menu_seq,menu_name,target_scope,target_tag
57010,2026 신년 애정운: 연애/재회/미혼/기혼,"연애상태_싱글, 연애상태_커플","신년운세, 연애_궁합관계, 연애_재회, 연애_위기갈등, 연애_결혼"
17047,3개월 안에 취업할 수 있을까?,전체,학업직업운
49921,연애 무물 타로: 11카드 스프레드,"연애상태_싱글, 연애상태_커플",연애_일반
25337,(추천할인) 사주로 보는 그 사람의 속마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
19004,🎉 사전예약 D-0 🎉 2021년 하반기 운세 LITE,전체,신년운세
16396,우리 사랑 깊어지려면?,"연애상태_싱글, 연애상태_커플",연애_일반
19326,2022년에 커리어 성공할 수 있을까?,전체,"신년운세, 학업직업운"
41170,2025년 솔로 탈출 보고서,연애상태_싱글,"신년운세, 연애_새로운만남"
57439,2026년에 찾아올 두 명의 인연,연애상태_싱글,"신년운세, 연애_새로운만남"
47638,"🏆재물, 커리어, 학업: 황금 타이밍",전체,"재물금전운, 학업직업운"
29796,사주로 보는 색기: 그 사람 침대에서 어떨까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
55195,사주 살풀이: 타고난 살과 2026년의 살,전체,"신년운세, 종합운"
25839,내 사주의 인생 2막 언제 올까?,전체,"재물금전운, 학업직업운"
27346,잘 보이는 법: 내가 보는 나 VS 남이 보는 나,전체,종합운
18648,내가 관심 있는 거 눈치챘을까?,연애상태_싱글,연애_속마음
19177,이번 달엔 짝사랑 끝낼 수 있을까?,연애상태_싱글,연애_새로운만남
31436,(추천할인) 2023년 하반기에 찾아올 3명의 인연,"연애상태_싱글, 연애상태_커플","신년운세, 연애_새로운만남"
45625,내 사주에 결혼? 필수 vs 선택,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
40157,"2024년 여름 운세: 5,6,7월의 세 가지 뜨거운 변화❤️‍🔥",전체,신년운세
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애상태_싱글,"연애_궁합관계, 연애_속마음, 연애_재회"
43416,[히든스킬] 내 사주의 연애와 결혼: 운명의 두 사람,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
36511,2024 갑진년 운세: 재물과 재테크,전체,"신년운세, 재물금전운"
26242,(추천할인) D-DAY 재회 타로: 다시 만날 수 있을까?,연애상태_싱글,연애_재회
36557,[사전 예약] 2024년 갑진년 신년운세,전체,신년운세
19215,다음 연애 상대와의 궁합은?,연애상태_싱글,연애_궁합관계
33557,[연속 할인] 2024년 신년운세 보고서,전체,"신년운세, 종합운"
25403,"사주로 보는 내 집 마련, 언제 가능할까?","연애상태_싱글, 연애상태_커플",연애_새로운만남
23895,[연말할인] 2023년에 우리 사이 어떨까?,"연애상태_싱글, 연애상태_커플",신년운세
42033,[창광_24하반기] 1개 구매자 추가 할인,"연애상태_싱글, 연애상태_커플",신년운세
18643,걔네 서로 좋아할까?,"연애상태_싱글, 연애상태_커플",연애_속마음
40749,난 누구랑 결혼할까? : 운명의 후보 TOP 2,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
22230,(추천할인) 그 사람과 나의 결혼 궁합,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계"
19589,내 사주로 올해 안에 부자 되는 법,전체,재물금전운
22987,다음 연애의 시작 | 새로운 인연,연애상태_싱글,연애_새로운만남
37441,손금으로 보는 운명의 배우자: 연애와 결혼,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
18709,"그때 그 느낌, 혹시 시그널이었을까?",연애상태_싱글,"연애_속마음, 연애_새로운만남"
2366,지금 헤어져도 될까,연애상태_커플,연애_위기갈등
19687,놓치기 싫은 그 사람 연애 스타일,"연애상태_싱글, 연애상태_커플",연애_궁합관계
46384,이번 달 임신 확률은?,연애상태_커플,가족자녀운
18965,내 운명의 상대 + 2021 금성궁 연애운 그래프,연애상태_싱글,"신년운세, 연애_새로운만남"
19688,그 사람을 유혹할 3번의 기회_추천할인,연애상태_싱글,연애_새로운만남
17443,우리 사귈 수 있을까? : 사귈 확률 계산기,연애상태_싱글,"연애_새로운만남, 연애_궁합관계"
2152,내 성격유형 분석,전체,
31501,[추천] 일생 풀이: 천운과 타고난 복(福)_부자 사주,전체,재물금전운
35626,사업 vs 직장: 경제적 자유 누리는 법,전체,"학업직업운, 재물금전운"
18711,사주로 보는 운명의 집,전체,
24439,그 사람이 너를 좋아하는지 알려줄게!,연애상태_싱글,"연애_궁합관계, 연애_속마음"
19176,그 사람을 유혹할 3번의 기회,연애상태_싱글,연애_새로운만남
2363,그 사람이 바라는 내 모습은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
24573,[연락운] 그 사람은 언제 연락이 올지 알려줄게!,연애상태_싱글,"연애_궁합관계, 연애_재회, 연애_새로운만남"
24871,1년 뒤 그 사람과 무슨 사이일까?,연애상태_싱글,연애_궁합관계
16443,다른 회사로 이직하면 어떨까?,전체,학업직업운
19303,사주 살풀이: 타고난 살과 2022년의 살(추천 할인),전체,신년운세
2424,사주로 보는 강점과 적성,전체,종합운
16450,둘 중 누구를 선택해야 할까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
25412,그 사람이 나를 향해 품고 있는 마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
28813,운BTI: 내 사주의 타고난 기질과 천운(天運)은?,전체,종합운
2273,전생 알아보기,전체,
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",연애상태_커플,가족자녀운
19312,[비밀쿠폰 전용] 2022년 신년운세 보고서,전체,"신년운세, 종합운"
43845,[깜짝할인] 내 운이 트이는 동네는?(서울편),전체,
18726,그 사람과 왜 헤어지게 된 걸까?,연애상태_싱글,"연애_재회, 연애_궁합관계"
40741,"내 운명의 연애, 몇 번 남았을까? (AB 테스트용)",연애상태_싱글,연애_일반
19327,올해의 귀인과 악인 누구일까?,전체,
23848,지금 그 사람의 속마음은?,"연애상태_싱글, 연애상태_커플",연애_속마음
18400,나는 지금 상승세 vs 하락세?,전체,종합운
22724,☯️2023년 신년운세 보고서,전체,"신년운세, 종합운"
21150,(추천할인) 그 사람 아직 나한테 미련 있을까?,연애상태_싱글,연애_재회
18947,사주로 보는 재테크 비법 + 대박 부업운,전체,"재물금전운, 학업직업운"
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애상태_싱글,연애_새로운만남
43348,[히든스킬] 내 사주에 연애 상대 몇 명 있을까?,연애상태_싱글,연애_새로운만남
22065,"가장 긴 연애, 운명적 사건은?","연애상태_싱글, 연애상태_커플",연애_일반
19324,손금으로 보는 내 전생,전체,
44668,10년 뒤 내 통장잔고는?,전체,재물금전운
20316,(추천할인) 그 사람과 나의 사주궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
2227,동갑vs연하vs연상,"연애상태_싱글, 연애상태_커플","연애_새로운만남, 연애_궁합관계"
47407,{{이름}}[[이의/의]] 결혼 궁합 현실판: 돈?💰 사랑?❤️,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계"
49882,그 사람의 숨겨진 진짜 속마음 💟,"연애상태_싱글, 연애상태_커플",연애_속마음
2237,그 사람의 변심 이유,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
45526,"재물운 심층 분석: 30년 뒤, 상위 % 일까?",전체,재물금전운
53710,내 사주 일복: 평생 일할 팔자 vs 놀고먹는 팔자,전체,"재물금전운, 학업직업운"
29257,[키스데이] 애쓰지 않아도 맺어질 하늘의 인연,연애상태_싱글,연애_새로운만남
39751,3년 안에 닥칠 3번의 위기,전체,종합운
47737,"OO세, 이 선택으로 운명이 바뀝니다'",전체,재물금전운
29423,[1~5단계] 재회 코칭 프리패스,연애상태_싱글,연애_재회
18659,사주로 보는 가족운,"연애상태_싱글, 연애상태_커플",가족자녀운
523,결혼한다면 어떨까?,"연애상태_싱글, 연애상태_커플",연애_결혼
39332,(업셀링_판밍밍) 재회 코칭 프리패스,연애상태_싱글,연애_재회
26335,"다음 연애 언제, 어디서 시작될까?",연애상태_싱글,연애_새로운만남
24748,지금 그 사람의 감정은?,"연애상태_싱글, 연애상태_커플",연애_속마음
25332,그 사람 나한테 어떻게 행동할까?,연애상태_싱글,연애_속마음
20083,3개월안에애인생길까_추천할인,연애상태_싱글,연애_새로운만남
48925,{{이름}}[[이의/의]] 연애 O X : 직진해도 될까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
28434,"내 사주의 좋은 연, 나쁜 연, 이상한 연","연애상태_싱글, 연애상태_커플",연애_일반
2128,연애운 높이는 노하우,"연애상태_싱글, 연애상태_커플",연애_일반
55361,[2인 할인] 2026년 신년운세 보고서,전체,"신년운세, 종합운"
18702,내 사주로 연예인이 된다면?,전체,종합운
18653,내 SNS 염탐하는 사람 있을까?,"연애상태_싱글, 연애상태_커플",연애_속마음
18601,내 인생의 귀인: 놓치면 안 될 한 사람,전체,종합운
27414,"대기업 VS 스타트업, 내 사주와 더 맞는 곳은?",전체,학업직업운
2272,나는 어떤 타입과 어울릴까?,"연애상태_싱글, 연애상태_커플",연애_일반
19918,이번 달 우리 사이 어떨까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
37442,2024 갑진년 운세: 건강과 이사,전체,신년운세
53875,짝사랑에서 썸까지: 우리 무슨 사이일까?,연애상태_싱글,"연애_새로운만남, 연애_속마음"
50774,[창광] 25년 하반기: 재물운과 문서운,전체,"신년운세, 재물금전운"
16446,솔로탈출 확률 계산기,연애상태_싱글,연애_새로운만남
35698,재회 사주: 그 사람과 다시 만날 운명일까?,연애상태_싱글,연애_재회
25304,별자리x타로: 우주가 말하는 미래의 연인은?,연애상태_싱글,연애_새로운만남
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애상태_싱글,연애_재회
25171,그 사람과 나는 앞으로 어떻게 될까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
2250,면접 합격할 수 있을까?,전체,학업직업운
34717,놓치면 안 될 3번의 기회: 50세 중년 이후,전체,종합운
46483,"💵 재물운 분석 완결판: 부업, 재테크, 귀인",전체,재물금전운
2296,지금 하는 거...계속 할까 말까?,전체,
20318,(추천할인) 오행으로 보는 성격 특징,전체,
19362,2022년 신년운세 LITE,전체,신년운세
53974,이 3번의 기회로: 상위 N% 부자가 됩니다,전체,재물금전운
11293,사주로 보는 성격,전체,종합운
16849,직장 동료 왜 그럴까?,전체,"학업직업운, 연애_속마음"
49917,연애 무물 타로: 7카드 스프레드,"연애상태_싱글, 연애상태_커플",연애_일반
27442,숨겨진 욕망 풀이: 내 사주의 색욕은 어떨까?,"연애상태_싱글, 연애상태_커플",연애_일반
2217,그날 헤어지지 않았다면,연애상태_싱글,연애_일반
19428,2022년의 커리어 + 인간관계 어떨까?,"연애상태_싱글, 연애상태_커플","신년운세, 학업직업운"
37876,손금 연애운: 솔로탈출 가능할까?,연애상태_싱글,연애_새로운만남
23251,지금 나를 몰래 좋아하는 사람은?,"연애상태_싱글, 연애상태_커플",연애_속마음
30055,"타로 직장운: 지금 고민, 풀리는 시기는?",전체,학업직업운
536,시험 잘 볼 수 있을까,전체,학업직업운
2498,오늘의 내 사주 운세,"전체, 연애상태_커플, 연애상태_싱글",종합운
18532,사내 연애해도 될까?,"연애상태_싱글, 연애상태_커플",연애_일반
2240,연애할 때 내 매력은 뭘까?,"연애상태_싱글, 연애상태_커플",연애_일반
57373,2026 신년 직업・재물운: 커리어/연봉/부업・사업,전체,"신년운세, 재물금전운, 학업직업운"
20319,(추천할인) 사주로 보는 운명의 집,전체,연애_일반
2385,연락할까 말까?,연애상태_싱글,"연애_재회, 연애_속마음"
26683,그 사람이 느끼는 진짜 감정을 알려줄게!,연애상태_싱글,연애_속마음
19369,[크리스마스 쿠폰 전용] 2022년 신년운세 보고서,전체,"신년운세, 종합운"
34052,2024년 솔로 탈출 시기 (사전예약),연애상태_싱글,"신년운세, 연애_새로운만남"
25799,당신에게 말하지 않은 그 사람의 진심,연애상태_싱글,연애_속마음
2170,우리가 헤어진다면,연애상태_커플,"연애_궁합관계, 연애_위기갈등"
21144,(추천할인) 짝사랑 이루어질까?,연애상태_싱글,연애_새로운만남
26801,[재회/속마음] 편지로 받아보는 그 사람의 진심,연애상태_싱글,"연애_속마음, 연애_재회"
43220,[연속 할인] 2025년 신년운세 보고서,전체,"신년운세, 종합운"
26893,내 사주의 찐성격과 이상형은?,"연애상태_싱글, 연애상태_커플",연애_일반
26515,(추천할인) 사주로 보는 결혼수: 나는 언제 결혼할까?,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
43849,"[깜짝할인] 내 운명의 연애, 몇 번 남았을까?",연애상태_싱글,연애_새로운만남
2449,그 사람과 가까워지는 법,연애상태_싱글,연애_속마음
25176,상대방의 현재 속마음 심층 분석,"연애상태_싱글, 연애상태_커플",연애_속마음
18668,사주로 보는 성격유형,"연애상태_싱글, 연애상태_커플",종합운
56255,2026년 놓치면 안 될 3번의 기회,전체,신년운세
2263,내 애인 바람기,연애상태_커플,연애_위기갈등
39190,"임신운👼🪽내 아이 만날 가능성, 성별, 성격, 재능, 어떤 아이일까? (4카드, 7500자)",연애상태_커플,가족자녀운
54271,연락타로: 그 사람 속마음 & 행동지침,연애상태_싱글,"연애_궁합관계, 연애_속마음, 연애_재회"
41171,2025년 커플 관계 보고서,연애상태_커플,"신년운세, 연애_궁합관계, 종합운"
26090,나를 얼마나 좋아하고 있을까?,"연애상태_싱글, 연애상태_커플",연애_속마음
2203,사주로 보는 건강운,전체,종합운
24411,2023년 일년신수: 시기별 길운 풀이,전체,신년운세
2395,내 첫인상 어떨까?,"연애상태_싱글, 연애상태_커플",연애_속마음
21370,(추천할인) 2022년 하반기 운세 보고서,전체,"신년운세, 종합운"
30280,그 사람의 진짜 감정은 뭘까?,"연애상태_싱글, 연애상태_커플",연애_속마음
56515,[창광] 26년 병오년 재물운과 문서운,전체,"신년운세, 재물금전운"
55492,재회 타로 즉문즉답: 그 사람 속마음·재회 가능성,연애상태_싱글,"연애_재회, 연애_속마음"
25396,그 사람이 너에게 하고 싶은 말을 전해줄게!,"연애상태_싱글, 연애상태_커플",연애_속마음
25999,"[새인연/솔로탈출] 💕 곧, 내게 직진 할 이성",연애상태_싱글,연애_새로운만남
21304,(추천할인) 2022년 하반기 솔로탈출시기,연애상태_싱글,"신년운세, 연애_새로운만남"
18004,연락 안 오는 이유 + 연락 할까 말까?,연애상태_싱글,연애_재회
18986,2021년 하반기 월별운세,전체,신년운세
38420,연애 가이드: 운명의 사랑을 향하여💘,"연애상태_싱글, 연애상태_커플",연애_일반
28764,"(재회) 조만간 상대에게 찾아올, 심경의 변화❤️",연애상태_싱글,연애_재회
2262,내 연애 애착유형 분석,"연애상태_싱글, 연애상태_커플",연애_일반
538,이직해도 될까,전체,학업직업운
20909,[타고난 궁합 사용자 전용] 그 사람과 나의 속궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
19368,2022년 1월 운세 보고서,전체,"신년운세, 종합운"
23890,(추천 할인) 2023년 솔로 탈출 시기,연애상태_싱글,"신년운세, 연애_새로운만남"
25033,[재회운] 너의 재회운을 알려줄게!,연애상태_싱글,연애_재회
2216,그 회사가 나랑 잘 어울릴까?,전체,학업직업운
43415,[히든스킬] 내 사주에 쓰인 운명의 배우자,"연애상태_싱글, 연애상태_커플",연애_결혼
18635,사주로 보는 대박 부업운,전체,재물금전운
26212,타로 취업운: 이직해도 괜찮을까?,전체,학업직업운
18637,헤어진 사람 언제 잊을 수 있을까?,연애상태_싱글,연애_재회
34775,[10카드] 그 사람의 진짜 속마음 심층분석,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
26635,[홍연紅線] 운명의 붉은실로 이어진 나의 인연은? #월하노인,"연애상태_싱글, 연애상태_커플",연애_일반
23881,아름답고 소중한 내 짝사랑의 결말💕,연애상태_싱글,연애_새로운만남
26257,사주로 보는 은퇴 플랜: 나도 경제적 자유 누릴 수 있을까?,전체,종합운
24901,"멀어진 그 사람, 다시 만날 수 있을까?",연애상태_싱글,연애_재회
24869,그 사람도 내 생각을 할까?,"연애상태_싱글, 연애상태_커플",연애_속마음
18817,2021 금성궁 연애운 + 운세 그래프,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
25175,그 사람의 진짜 속마음,"연애상태_싱글, 연애상태_커플",연애_속마음
18144,그 사람 손절할까 말까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
25773,MBTI 종결 타로: 내 평생의 인연은?,"연애상태_싱글, 연애상태_커플",연애_일반
19218,연애 새로고침 패키지: 이별극복 + 다음 연애 언제?,"연애상태_싱글, 연애상태_커플","연애_새로운만남, 연애_재회"
24241,(추천할인) 도화살 풀이: 내 매력 언제 터질까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
2219,다른 사람이 보는 내 매력과 장점은?,"연애상태_싱글, 연애상태_커플",
2248,서류 합격할 수 있을까?,전체,학업직업운
2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애상태_싱글,"연애_궁합관계, 연애_새로운만남"
37871,[판밍밍 추천] D-DAY 재회 타로 : 다시 만날 수 있을까?,연애상태_싱글,연애_재회
54701,[박향옥 철학관] 추가 질문 1개,"연애상태_싱글, 연애상태_커플",
40444,놓치면 후회할 세 가지 속삭임,"연애상태_싱글, 연애상태_커플",
2196,헤어진 사람 잊는 법,연애상태_싱글,연애_재회
21502,[비밀쿠폰 전용] 2022년 하반기 운세 보고서,전체,"신년운세, 종합운"
38138,내 운명의 재물: 나가는 돈 & 들어오는 돈,전체,재물금전운
2265,내 연애가 유독 힘든 이유,"연애상태_싱글, 연애상태_커플",연애_일반
42030,[창광] 24년 하반기 이동운과 건강운,전체,신년운세
24604,"먼저 연락할까, 좀 더 기다릴까?",연애상태_싱글,연애_재회
2155,이달의 취업운은 어떨까?,전체,학업직업운
2351,퇴사할까 말까,전체,학업직업운
34386,[3인 할인] 2024년 신년운세 보고서,전체,"신년운세, 종합운"
35827,나 재혼할 수 있을까? 내 사주에 들어온 다음 배우자,"연애상태_싱글, 연애상태_커플",연애_결혼
2492,사주로 보는 행운 아이템,"연애상태_싱글, 연애상태_커플",종합운
537,나에게 어울리는 직업은?,전체,학업직업운
2441,우리 커플 스킨십 궁합은?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
25078,(연속구매 할인) 내 아이의 합격운: 인생 피는 진로 풀이,전체,"가족자녀운, 학업직업운"
25133,내 사주의 투자운: 빠르게 부자 되는 법,전체,재물금전운
19127,그 사람 스킨십 스타일: 침대에서 더 행복한 법,"연애상태_싱글, 연애상태_커플",연애_궁합관계
19984,다음 달 우리 사이 어떨까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
22923,2022년 10월 운세 보고서,전체,"신년운세, 종합운"
2303,그 사람과 나의 전생 관계,"연애상태_싱글, 연애상태_커플",연애_궁합관계
21173,(추천할인) 좋아하는 그 사람의 속마음은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
36148,입학 VS 재수 : 수능 입시 전략,전체,학업직업운
36040,타고난 살煞과 십성十聖으로 보는 2024년 살풀이: 도화살 vs 천을귀인,전체,신년운세
28268,"심층재회운 : 재회운 끝장판! ( 7카드 : 근황, 연인유무, 속마음, 재회가능성 등 ) 5500자",연애상태_싱글,"연애_속마음, 연애_재회"
27115,"재회VS새연인 : 기다릴까? 새로운 사람을 만날까?(7카드, 8000자 )",연애상태_싱글,연애_재회
22888,(트랙킹용) 2023년 신년운세 보고서 부적 4개,전체,"신년운세, 종합운"
24001,"[솔로 연애운] 당신의 다음 연애, 디테일하게 알려드려요",연애상태_싱글,연애_새로운만남
2306,내 스킨십 스타일,"연애상태_싱글, 연애상태_커플",
36418,"[9카드] 그 사람과의 연락, 재회 시기를 알려줄게!",연애상태_싱글,연애_재회
21931,2022년 8월 운세 보고서,전체,"신년운세, 종합운"
26634,재회연락운: 누가 먼저 연락해서 재회가 될까?#재회 #연락 #썸 #재회 #이별 #속마음 #연락운,연애상태_싱글,연애_재회
22957,(추천할인) 내 사주 액운막이: 10년 방탄 살풀이,전체,종합운
28380,[3단계 재회 실전] 연락 그리고 타이밍,연애상태_싱글,연애_재회
25167,재회운 2 : 연락두절된 사람과 재회운,연애상태_싱글,연애_재회
19654,(추천할인) 내 사주로 올해 안에 부자되는 법,전체,재물금전운
24373,2022년 12월 운세 보고서,전체,"신년운세, 종합운"
27245,"그 사람과의 연락, 재회 시기를 알려줄게!",연애상태_싱글,연애_재회
39850,사주로 보는 인생 그래프 : 초년과 중년,전체,종합운
2329,화 풀어주는 법,"연애상태_싱글, 연애상태_커플",
34387,[4인 할인] 2024년 신년운세 보고서,전체,"신년운세, 종합운"
28897,[판밍밍] 2023년 하반기 운세 보고서,전체,"신년운세, 종합운"
20250,2022년 4월 운세 보고서,전체,"신년운세, 종합운"
34472,[10카드] 멀어진 그 사람의 속마음과 재회운,연애상태_싱글,"연애_속마음, 연애_재회"
22492,2022년 9월 운세 보고서,전체,"신년운세, 종합운"
23886,"솔로, 싱글운: 새로운 연인에 대한 모든 것",연애상태_싱글,연애_새로운만남
18701,사주로 보는 재테크 비법,전체,종합운
25439,그 사람은 너를 이렇게 생각하고 있어!,"연애상태_싱글, 연애상태_커플",연애_속마음
26111,3개월 안에 만나게 될 소개팅 상대는?,연애상태_싱글,연애_새로운만남
24739,100세 무병장수: 사주로 보는 건강운,전체,종합운
28102,그림으로 알아보는 내 사주,전체,종합운
30683,어스팩트가 보여주는 우리의 궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
26802,[썸/짝사랑/속마음] 편지로 받아보는 그 사람의 진심,연애상태_싱글,"연애_속마음, 연애_궁합관계, 연애_새로운만남"
37881,"🐰속마음완전판❤️‍🔥 그 사람이 보는 나, 이미지, 빠진 이유, 나에 대한 속마음, 관계에 대한 생각, 앞으로의 관계, 조언 등 (9카드, 이만자)#이별#썸#짝사랑#커플 가능",연애상태_싱글,"연애_속마음, 연애_새로운만남"
43843,[깜짝할인] 그 사람과 나의 3가지 사주궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
45724,[특별할인] 2025년에 찾아올 두 명의 인연,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
36850,손금으로 보는 매력도: 도화살 손금,"연애상태_싱글, 연애상태_커플",연애_새로운만남
28378,"[1단계 생각 정리] 미련일까, 사랑일까?",연애상태_싱글,연애_재회
32926,"2024년에 다가올, 대박운세 🧧 점성술과 타로카드로 미래를 열어봅니다. #총4000자 #연애운 #금전운",전체,"신년운세, 재물금전운"
25231,2023년 너의 연애 흐름을 알려줄게!,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
26252,[데일리] 지금 내 생각하고 있을까?,"연애상태_싱글, 연애상태_커플",연애_속마음
25473,그 사람은 나를 그리워하고 있을까?,"연애상태_싱글, 연애상태_커플",연애_속마음
30689,미래를 내다보는 인생 설명서,전체,종합운
2223,금전운을 높이려면?,전체,재물금전운
23187,이번 주에 만나게 될 인연은?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
26534,[초반무료]그 사람의 행동예측 #속마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
24934,내 아이의 타고난 결혼운: 어떤 사람을 데려올까?,전체,가족자녀운
23121,3개월 안 마주하게 될 소중한 인연 알려드려요,"연애상태_싱글, 연애상태_커플",연애_일반
20513,2022년 5월 운세 보고서,전체,"신년운세, 종합운"
540,직장사람 속마음,"연애상태_싱글, 연애상태_커플",연애_속마음
18342,내 연애성향 분석표,"연애상태_싱글, 연애상태_커플",연애_일반
29797,사주로 보는 성공운: 내 사주의 재벌가는?,전체,종합운
25740,애틋하게 나를 짝사랑하는 사람,연애상태_싱글,연애_새로운만남
25986,[재회운] 그사람 다시 만날수 있을까?,연애상태_싱글,연애_재회
26199,"멀어진 그 사람, 다시 만날 수 있을까? (연락, 재회 가능성과 시기)",연애상태_싱글,연애_재회
31456,[재회] {{이름}}님을 잊지 못한 그 사람의 속마음과 재회에 대하여..,연애상태_싱글,"연애_속마음, 연애_재회"
23846,그 사람과의 '속궁합'은 어떨까?💖,"연애상태_싱글, 연애상태_커플",연애_궁합관계
39256,내 사주의 최고&최악 여행지는? (세계편),전체,종합운
43514,(특별할인) 재회 사주: 그 사람과 다시 만날 운명일까?,연애상태_싱글,"연애_재회, 연애_궁합관계"
29653,시험운과 합격운,전체,학업직업운
2127,이 주의 금전운,전체,재물금전운
27249,우리는 결국 어떤 관계가 될까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
26231,나를 좋아하는 사람이 있을까?,연애상태_싱글,연애_속마음
30975,"💜그 사람 진심 : 그 사람이 말하지 못했던 나에 대한 진심, 내게 끌리는 감정 (7카드 7000자) #재회 #짝사랑 #썸 #커플 #이별 모두",연애상태_싱글,"연애_속마음, 연애_재회"
30941,"(추천할인) 그 사람과 나는 미래에 친구일까, 연인일까?","연애상태_싱글, 연애상태_커플",연애_궁합관계
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애상태_싱글,"연애_궁합관계, 연애_새로운만남"
25492,그 사람도 날 좋아할까...?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
49321,연애견적서: 그 사람 만나도 될까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
28547,재회운 자판기 ❤️,연애상태_싱글,연애_재회
25340,[연속 할인] 2023년 신년운세 보고서,전체,"신년운세, 종합운"
19852,2022년 3월 운세 보고서,전체,"신년운세, 종합운"
42036,[CRM할인] D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애상태_싱글,연애_새로운만남
30318,[프로모션] 2023년 하반기 솔로탈출시기 + 사주로 보는 연애성향,연애상태_싱글,"신년운세, 연애_새로운만남"
2151,우리가 헤어진 이유,연애상태_싱글,연애_재회
26981,그 사람 나랑 사귀고 싶어할까?,"연애상태_싱글, 연애상태_커플",연애_속마음
25453,(추천할인) 사주로 보는 적령기: 지금 따르는 길운은?,"연애상태_싱글, 연애상태_커플",종합운
35400,손금으로 보는 결혼운,"연애상태_싱글, 연애상태_커플",연애_결혼
18708,새는 돈 막는 법,전체,재물금전운
25836,"지금 이 순간, 그 사람 속마음","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
25528,"그사람의 진짜 속마음, 우리의 미래는 어떻게 될까?","연애상태_싱글, 연애상태_커플",연애_속마음
28379,[2단계 이별 공식] 우리가 헤어진 '진짜' 이유,연애상태_싱글,연애_재회
21151,(추천할인) 헤어진 연인 붙잡을 수 있을까?,연애상태_싱글,연애_재회
26533,다시 사랑 할 수 있을까? 그 사람과의 재회운,연애상태_싱글,연애_재회
19194,오행으로 보는 성격 특징 + 키링 패키지,"연애상태_싱글, 연애상태_커플",
